response_code;http_version;speed_download;speed_upload;time_starttransfer;time_pretransfer;time_appconnect;time_total;time_connect;size_download;iteration;fileName
200;3;18067;0;0.204253;0.100614;0.098241;0.207669;0.004844;3752;12;/public/script15.js
200;3;19886;0;0.212529;0.103431;0.101142;0.214770;0.004662;4271;12;/public/style1.css
200;3;2021;0;0.212692;0.102316;0.099994;0.212717;0.005737;430;12;/public/style2.css
200;3;9843;0;0.217281;0.104184;0.101925;0.217306;0.004848;2139;12;/public/style3.css
200;3;12672;0;0.208979;0.099387;0.097110;0.210850;0.003597;2672;12;/public/style4.css
200;3;13878;0;0.269298;0.112996;0.110601;0.269334;0.003944;3738;12;/public/style5.css
200;3;5005;0;0.214315;0.101701;0.099334;0.214353;0.004233;1073;12;/public/style6.css
200;3;149103;0;0.124423;0.082655;0.077678;0.131942;0.004913;19673;13;/public/
200;3;2270;0;0.206107;0.103117;0.100674;0.206144;0.013355;468;13;/public/script1.js
200;3;211221;0;0.166157;0.119802;0.117485;0.365418;0.013369;77184;13;/public/script2.js
200;3;132907;0;0.146886;0.092560;0.090360;0.193578;0.011503;25728;13;/public/script3.js
200;3;42981;0;0.199470;0.099493;0.097162;0.199530;0.010028;8576;13;/public/script4.js
